,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
688,Used 2017 Audi A3,NA,NA,NA,NA,NA,Fun to drive,Too expensive for a small performance sedan,https://www.kbb.com//audi/a3/2017/consumer-reviews/
689,Used 2017 Audi A3,Happy driver,0,0,"""Beautiful compact sedan""","Recently purchased a 2017 Audi A3 sedan. I was very impressed with quality finish inside and out. Test drove BMW3, fell in love with Audi A3. Much nicer, softer ride, better acceleration and definitely better finish inside the cabin. Leather, heated seats, Apple CarPlay, Power moon roof, fully loaded. Basic BMW3 offers leatherette(vinyl) seats, No navigation or Apple CarPlay, unless you spend another 3000, which propels the price to well over 40K.","Nice, sporty ride, Excellent power, fully equipped",Seats could be little bit softer,https://www.kbb.com//audi/a3/2017/consumer-reviews/
690,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Nice, sporty ride, Excellent power, fully equipped",Seats could be little bit softer,https://www.kbb.com//audi/a3/2017/consumer-reviews/
691,Used 2017 Audi A3,Steven,9,2,"""Really enjoying my new 2017 Audi A3 2.0T Quattro""","Just purchased a CPO 2017 Audi A3 2.0T Quattro and I am very impressed.  The ride and handling are excellent and the engine is smooth and responsive.  The duel clutch is very precise and when you floor the car it jets off with a very smooth sound and feel.  The leather steering wheel and leather seats feel so good and the sunroof is also really cool.  The infotainment system is complicated, but works well once you master it.  The standard sound system sounds great.  Overall I am very impressed and I love driving it and I love looking back at it after I park it.  It is a beautiful car inside and out.Read less","Ride, Styling, Acceleration, Seats/Steering Wheel",Auto Start Stop needs to be turned off daily,https://www.kbb.com//audi/a3/2017/consumer-reviews/
692,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Ride, Styling, Acceleration, Seats/Steering Wheel",Auto Start Stop needs to be turned off daily,https://www.kbb.com//audi/a3/2017/consumer-reviews/
693,Used 2017 Audi A3,Para5,9,6,"""Fantastic Entry Level Audi""","Leasing a 2015 A3.  Performance/handling are excellent.  Tight, responsive steering and the car can move due to its light size.  Only real complaints relate to its very tight back seat and trunk quarters as well as its noise levels.  It really isn't a comfortable car for 4 adults to ride in.  Fine for kids in the back seat but trunk is too small to fit a family's belongings.  As for noise, its a slightly noisy car than one may anticipate.  Test drive on a highway going 75 or so and you'll notice.    Otherwise, fantastic little beast - go get it!Read less","Enjoyable to drive, tight steering, moves","Tight backseat/trunk, noisy interior",https://www.kbb.com//audi/a3/2017/consumer-reviews/
694,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Enjoyable to drive, tight steering, moves","Tight backseat/trunk, noisy interior",https://www.kbb.com//audi/a3/2017/consumer-reviews/
695,Used 2017 Audi A3,ssgmike,6,4,"""drives like a sports car""","I'm in my last 8 months of leasing the 2015 A3. I love the car's handling, looks, sports car like drive, very good pickup from start, love the pop up LCD screen for radio and GPS which works 90% of the time. 
Only real 2 issues that I have for a car costing in the 30's to have a manual passenger seat and NO rear camera. As much as I love the A3 not sure what I will do at the end of my lease this coming June 2017. Down payments seem to be going up and up",great to drive,no rear camera and manual passenger seat on 2015 -,https://www.kbb.com//audi/a3/2017/consumer-reviews/
696,Used 2017 Audi A3,NA,NA,NA,NA,NA,great to drive,no rear camera and manual passenger seat on 2015 -,https://www.kbb.com//audi/a3/2017/consumer-reviews/
697,Used 2017 Audi A3,Jgolden,13,5,"""Solid Feel, Comfortable, Elegant, Confident""","I've had my A3 2.0T Quattro sedan for 7 months and 15000 miles.  First off, the car is regularly complimented as ""beautiful"".  I am drawn to the classic Audi design. The exterior is smooth, flowing, and gorgeous (there are no tacky fake vents, strange angles, deep creases or other fad-inspired styling gimmicks) and this makes it easy to wash the car by hand!  The interior design is pure calm, with thoughtful matte finishes, real aluminum accents, and controls which feel great to the touch.  All latches and mechanisms feel and sound sturdy.  I find the front seats very comfortable (no aches, no squirming around) even on extended highway trips such as travelling from Texas to Florida.   The overall performance is satisfying, as the 2.0 turbo and all wheel drive make for a confident driving experience.  Tire pressures are supposed to be set at 41 PSI on my model, but 35 PSI provides a greatly improved ride & handling experience.  Around town, with stop and go driving, you may notice the DSG transmission has a slight shudder when letting off the brake pedal...to roll forward... but it is normal and can be completely ignored after a few drives.  Rear seating is decent, but not a priority for the A3 buyer, though rear seat passengers do get their own AC and heater vents... a very nice touch.  This is NOT a big car, and it is not designed to haul growing families and bulky cargo, but I've used it to haul tons of beach gear, dogs, bark mulch, shovels, concrete landscaping pavers, you name it.  A car is still a tool, after all!   As a final point,  my dealer experiences have been superb, with super modern and clean facilities, car wash service, and great staff.Read less","Traction, handling, elegant design, interior feel",Interior storage cubbies are too small,https://www.kbb.com//audi/a3/2017/consumer-reviews/
698,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Traction, handling, elegant design, interior feel",Interior storage cubbies are too small,https://www.kbb.com//audi/a3/2017/consumer-reviews/
699,Used 2017 Audi A3,Johnboyh55,24,16,"""Great for the Price!""",,NA,NA,https://www.kbb.com//audi/a3/2017/consumer-reviews/
700,Used 2017 Audi A3,Vigo,12,8,"""Great little car!!""","Test drove a 2015 A4 and liked it.
Saw this in dealer lot and was curious so I took it for a spin.
Surprised by the amount of interior room. Very much an AUDI.
A4 had more doo das and a bit more power, but for the money the A3 was my pick. Excellent driving dynamics. Has an ""eagerness"" to it; like a puppy tugging on a leash. Some road noise makes in into the cabin, but is tolerable.
All in all, very happy with this purchase.","well built,sunroof, xenon headlights, automatic AC","road noise, no back up camera, expensive options",https://www.kbb.com//audi/a3/2017/consumer-reviews/
701,Used 2017 Audi A3,NA,NA,NA,NA,NA,"well built,sunroof, xenon headlights, automatic AC","road noise, no back up camera, expensive options",https://www.kbb.com//audi/a3/2017/consumer-reviews/
702,Used 2017 Audi A3,New TDI Fan,6,7,"""Decent Car with Awesome Gas Milage""","I traded in my 2008 BMW 328I knowing that I would be trading horsepower for gas mileage. I was thinking that I didn't want to spend $50 a week on gas. Little did I know I gave up much when I bought the Audi. Gas mileage is phenomenal, at 50+ MPG from Los Angeles to Phoenix. The interior is magnificent! From the brown leather, to the dash, and the MMI.
My only problem with it is the horsepower, or lack of thereof. Nevertheless it delivers the gas mileage I was looking for, and would recommend it to a friend who was looking for fuel economy vice raw power.Read less","Gas Mileage, technology, Great interior",No real horsepower,https://www.kbb.com//audi/a3/2017/consumer-reviews/
703,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Gas Mileage, technology, Great interior",No real horsepower,https://www.kbb.com//audi/a3/2017/consumer-reviews/
704,Used 2018 Toyota Camry,Jiffy,1,0,"""My favorite car ever""","In almost 40 years of driving, this is my favorite vehicle that I have ever owned. Has plenty of pep and handles great. I tend to dive fast and still get great gas mileage.",Everything,Nothing,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
705,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Everything,Nothing,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
706,Used 2018 Toyota Camry,CamBIRD,1,0,"""Exceptional ride, great gas mileage, dependable.""","This 2018 Camry SE is awesome.  It is sporty, fun to drive and comfortable.",Quiet and comfy ride.,No fog lights.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
707,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Quiet and comfy ride.,No fog lights.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
708,Used 2018 Toyota Camry,Joyce,1,7,"""Toyota vehicles are ridiculously too expensive""",The vehicle is way too expensive. Should be priced around $16-20k,Nice look,Too darn EXPENSIVE,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
709,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Nice look,Too darn EXPENSIVE,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
710,Used 2018 Toyota Camry,hybrid,0,1,"""not impressed""",While the outside is appealing to the eye the inside is cheaply constructed. The doors sound hollow when shutting. On the inside there isn't any space for stuff. Now I'm stranded after 2 month into a brand new 2020. I was unable to start the car. The lights started flickering and making a clicking sound. It was like it short circuited. I had a bit of a problem with road side assistance that comes with the warranty. They did get it started. The vehicle now says check engine and take to dealer. Not happy!,44 mpg,better cars out there for the mpg,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
711,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,44 mpg,better cars out there for the mpg,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
712,Used 2018 Toyota Camry,carefreed,3,0,"""Lets Go Places""",Best car I've owned. It's got a lot of power while keeping excellent fuel economy. Love that I was able to get Apple CarPlay installed for free from the dealership. Can't wait to get this thing paid off so it'll be all mine! Also excited to put the Toyota reliability to the test.,"Quick, stylish (love the rear end), reliable","Minor cabin rattles, no heated seats",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
713,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Quick, stylish (love the rear end), reliable","Minor cabin rattles, no heated seats",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
714,Used 2018 Toyota Camry,Ike,2,1,"""Car wouldn’t start""","I had this car for 2 weeks now... I didn’t drive for 2 days and when I went to start car, it was completely dead... called roadside, tech said batteries were fully charged, was touching things in engine bay then car just lit upand started, taking in for service tomorrow","Gas mileage, power, looks, comfort",Audio system,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
715,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Gas mileage, power, looks, comfort",Audio system,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
716,Used 2018 Toyota Camry,Jen,3,6,"""worse vehicle ever!!""",,NA,NA,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
717,Used 2018 Toyota Camry,Barry,4,2,"""2020 Camry LE not starting after left for a couple""",This has happened twice in 3 months. After a two or three day non-use the car will not start. Have to jumper and drive a little and it starts the next day but I do not drive it every day. Especially with the virus lockdown. Anyone else have this problem?,lLike the hybrid concept,Read my comment above.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
718,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,lLike the hybrid concept,Read my comment above.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
719,Used 2018 Toyota Camry,Mr. Doesn’t Matter,1,0,"""IDKW ppl hate so much...""","Now, I’ve only had my Cam for 2 months but I drive it everyday. Gonna be honest, I don’t 100% care for the media system. It gets a little buggy with my cell.  But other than that it’s all good. My only real complaint is.....the XSE model makes me soooooo freakin envious.Get the X with the V6.....learn from my mistakes....lol. Oh, the Altima is nice but feels cheap & light weight. The Accord is probably the all around best of the 3 tho. Honestly","Looks, drive, gas mileage, trims,",Compared price to competitors,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
720,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Looks, drive, gas mileage, trims,",Compared price to competitors,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
721,Used 2018 Toyota Camry,Lamont,4,4,"""Super Uncomfortable""",OMG I have only driven this car for one full day and the seats are extremely uncomfortable!!!! I bought the 2020 SE model and really want to love this car but driving it all day today left my manhood really uncomfortable as there just isnt enough space for anyone that isnt petite. Also hit my head twice on the lowered ceiling...ouch!!! I had a 2015 Camry thst was perfect on the inside this one is seriously more cramped!!!! Seem as if it was built for a child not an adult.,"gas mileage, zest, ride handling, stereo",Very uncomfortable driver seats,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
722,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"gas mileage, zest, ride handling, stereo",Very uncomfortable driver seats,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
723,Used 2018 Toyota Camry,pocketrockets,6,0,"""Better than I expected""",My car has the 4 cyl engine and it has plenty of power. It is the SE model and I love this car. Extremely comfortable and lots of standard equipment. I am getting 42 mpg on the freeways and 28 mpg in the city. The standard radio has 6 speakers and sounds as good as my Mazda with the Bose sound system.I highly recommend this car.,comfortable and fun to drive,,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
724,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,comfortable and fun to drive,,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
725,Used 2018 Toyota Camry,Ruby2022,9,6,"""Unreliable""","Save yourself the headache and money  I’ve only had this car for one month and it’s been at the shop multiple times. The remote start on the car doesn’t work most of the time and if you don’t click it 3 times fast enough or if the lights won’t blink when you click the remote key, the car won’t turn on (very complicated)You also have to be within a few feet to start,lock,unlock the car( why can’t they put a separate button for the remote start?)   They also have a remote connect app that you can use to turn the car on but that is buggy and it doesn’t work majority or the time either and I was told by a service rep from Toyota that it’s just a software issue and they can’t do anything about it. I believe for the price we are paying, the car should have a front sensor with a beeping sound and automatic stop so you won’t hit whatever is in front of you and a sensor that stops you when you are  backing up (the back only beeps but it doesn’t stop automatically). But the most important thing is the soy-based wires that Toyota uses- these attract rodents and they will chew up all your wires and other stuff In your engine which you will have to pay out of  pocket to replace because Toyota doesn’t cover that in their warranty. This is something that Toyota is aware of and they continue to use this type of wiring. So you get the car fixed and the rodents come back and  chew up the wires again and it’s a non-ending cycle that you are set up to fail because when they make the repairs they use the same wiring (yes, look it up, thousands of Toyota owners have been through this) The Camry also has poor acceleration and they will also try to include the remote connect as part of the vehicle but you have to purchase this separately in order for you to use this option- so don’t get fooled by the sales rep. If you want an honest opinion save your money, do your research( there is tons of information online about the issues with the soy based wiring) and go get yourself another car. I will never buy from them again because they can’t stand behind their word for reliability, value, safety and peace of mind....css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}",Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
726,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
727,Used 2018 Toyota Camry,Aurora,7,5,"""I wish I could return my 2020 Camry Hybrid!""","I have driven Toyota Camry's for over 25 years so when it was time for a new car, I wanted to stick with a dependable Camry. I'm so sorry I did. It's mostly due to the incredibly uncomfortable seating. I dread my 45 minute commute to work. The seats are too bucketed - they make you sit rounded forward and slumped, not straight. They are also difficult to get in and out of. The headrests angle extremely forward so you just cannot sit yourself up straight. The lumbar support is too low and is not actually high enough to reach my lumbar region. As others have mentioned, the doors do not stay open unless you push them out quite far and then you cannot reach them to close them when sitting. Who designed this car? How could it be so bad?  I purchased the XLE so I could have heated side mirrors when I need to drive in the snow which means I spent a lot of money on a car I hate. Normally I keep my cars for 12 - 14 years but not this one. I'm trying to figure out how to get rid of it now. PS: the smaller care battery in the trunk died after only 2 weeks. I may never buy a Toyota again - they have lost my good opinion.Read less",Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
728,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
729,Used 2018 Toyota Camry,Frank727,6,1,"""2019 SE Great value, performance & reliability""","I read all posts and agree that there are ""hacks"" reporting poorly on this vehicle, here at other sights.  My SE is shaping up to be the best car I've owned.  My previous '11 Camry LE ran & drove flawlessly when passing it on to my son; I also owned a wonderful '81 Corolla Liftback. The power from the 4 cyc. is very strong and the handling is superb.  The drivers set is very comfortable and the car cruises very well & quietly at 70-75mph.  I've owned 3 Accords, all fine, but this car excels appears to be a better-built vehicle. The SE is so much more attractive than the ""fastback"" style of the Accord and so many other sedans.  The handling, exceptional reliability and sporty looks are what swayed me to buy.   While the mileage is low my trips are frequent.  My highest marks and recommendations for this car to anyone considering it.Read less","Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
730,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
731,Used 2018 Toyota Camry,Jim,4,1,"""Great car. Love the V6""","Love this XSE V6 is loaded with performance and safety features. I enjoy it so much I also bought the XLE four cylinder.  Cars now running on tiny turbo engines scare me for long term reliability, since they run so hot.  Great mileage, comfort and I get many compliments on the looks of both.  The two tone paint is amazing.","Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
732,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
733,Used 2016 Mercedes-Benz CLA,PMAZE,5,4,"""Great little car...But!""","The But evolves around a Sticker of 45K and after 18 months a Trade in Value of 25k. Nearly every option. Very low mileage and already a 20k depreciation.  I love the car. Never let me down. Not that quick but certainly agile. NAV pretty much sucks but Apple play works well. Zero room in the back seat and limited trunk space but this is not a family car. Visibility just okay but lots of aids to assist with backing. Audio system is good not great and for the initial cost it falls short of most Japanese vehicles in the same price range. Fun car but not a keeper..css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}",Stability and ergonomics,"Tight seating , poor outward visibility, Nav",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
734,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Stability and ergonomics,"Tight seating , poor outward visibility, Nav",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
735,Used 2016 Mercedes-Benz CLA,Frenchy,2,3,"""By far the nicest cat I've ever owned.""","Excellent cat for someone looking for style, comfort, performance and great handling in all weather conditions. My only complaints are that the door opening is too small and makes it a little difficult to get into and out of, the price and the Mercedes app that controls your remote start and numerous other options sucks.",Almost everything,"Price, door opening size and the Mercedes app",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
736,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Almost everything,"Price, door opening size and the Mercedes app",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
737,Used 2016 Mercedes-Benz CLA,Arizona RN,2,3,"""Absolutely No Problems.""",This is my 3rd Mercedes and by far has been the least problematic.   I have never been to the shop either than my regular maintenance.    Gas mileage has been better than reported,"Reliable, super gas mileage",Some blind spots.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
738,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Reliable, super gas mileage",Some blind spots.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
739,Used 2016 Mercedes-Benz CLA,GW,1,1,"""Responsive, fun driving car""","Quick, responsive.  18” low profile run flats make a very hard riding car though.  Can get another one and drive around here.  Too bad.  Maybe the GLA  is different.",Quick and responsive,Very hard ride on northeast roads,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
740,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Quick and responsive,Very hard ride on northeast roads,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
741,Used 2016 Mercedes-Benz CLA,Deekay,5,0,"""I have owned and loved five MB prior to the CLA.""","My 1st Benz was a 1965 4-door Sedan. A hand-me-down from my dad. I have owned 4 or 5 more prior to the 2017 CLA. I purchased the CLA with less than 500 miles on it and it had NOT been titled.

I kept the car 6 months. I had it back to the dealership/shop 5 times in 6 MONTHS. The problems ranged from serious to stupid.

I disliked the economy setting on the car. I disliked the level of engine noise and the size of the gas tank. I disliked having to waste an entire day to take it into the shop to have something as simple as a taillight replacement. And yes, I tried to have it done locally, but there were no directions, no indicators on the lights and even my local auto parts store wouldn't touch it.

And on it goes. I traded the car for a C Class with almost 30,000 miles on it compared to 7,000 on my CLA. I took a huge hit on the money too.

But I was never so glad to get rid of the CLA and drive away in my C Class.

I will ALWAYS LOVE Mercedes. I will NEVER ENDORSE OR RECOMMEND THE CLA.Read less",Comfortable front seats. Good seat warmers.,"Economy setting, size of gas tank, unreliable",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
742,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Comfortable front seats. Good seat warmers.,"Economy setting, size of gas tank, unreliable",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
743,Used 2016 Mercedes-Benz CLA,Tony,0,0,"""Best Mercedes ever""",I took a break from Mercedes for 8 years and went to Lexus.  The cla250 gave me hope to rekindle that lost love hate relationship I once had with Mercedes.  It did not fail. I put 40k miles on it.  Absolutely no maintenance issues. I get 40 mpg on the highway and about 33 combined! I am literally going to trade my old cla250 for a new on this weekend I hope. Rear view camera a must!,"Comfortable, handling, folding down back seats",Cramped for anyone over 5'10,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
744,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Comfortable, handling, folding down back seats",Cramped for anyone over 5'10,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
745,Used 2016 Mercedes-Benz CLA,MBPDX,2,0,"""Not my favorite vehicle""","This car is so far from one of the best cars weve owned.  The seats are incredibly uncomfortable for trips longer than an hour.  Why are the seats so uncomfortable?  The back seat is incredibly uncomfortable.  Visibility leaves something to be desired.  The automatic engine shut off drives me nuts because the car jumps when it turns back on so I have to remember to turn that feature off every time I get into the car.  Even with the sun roof closed, it still gets really hot inside the car.  Overall, Im not impressed with this car.  Mercedes service departments did not offer loaner cars in our area.  Our other luxury car brands dealership will hand us a loaner for oil changes.  Personally, I dont feel like we got our moneys worth in this car and Im not shocked (but I am annoyed) at the resale value.  We will never own another Mercedes.Read less",Nope,,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
746,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Nope,,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
747,Used 2016 Mercedes-Benz CLA,Smitty96,0,0,"""I LOVE THIS CAR!""","I got this car at 20 - I wanted something more luxury but not too expensive since I was in school. I can say, this was the BEST purchase, its reliable, safe, small but large enough, great on gas, and super good looking. The only thing I can say is that I have replaced at least 3 tires within 2 years. THEY SUCK, you cant look at a crack in the road without a tire blowing out. That is my only complaint - they are not cheap either.","Affordable, cute, fun to drive, entertainment ctr","TIRES, low sitting",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
748,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Affordable, cute, fun to drive, entertainment ctr","TIRES, low sitting",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
749,Used 2016 Mercedes-Benz CLA,chhappy7,3,0,"""Great car for the segment""","There definitely are better bang for buck options. BUT you never get a Mercedes because its the most bang for the buck. And having experienced C class and higher, you definitely can tell that there were cost cutting measures.
But youre not buying those cars, youre buying an entry level Mercedes. 

Most importantly, the styling of this car is just miles above any other in the class. This is one car that you will always look back toward when walking away from it.","styling, price","space, some of the quality, throttle",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
750,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"styling, price","space, some of the quality, throttle",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
751,Used 2016 Mercedes-Benz CLA,Tampafun,6,0,"""I say WOW everytime I get into it""","Love my CLA 250 sports edition.   I do not the ECO start/stop and I usually turn it off as soon as I start car.  I do wish their was a way to turn off completely or turn on completely without having to reset it.
RIDE IS GREAT.   Seems like a V8 under hood.  I have the 19 tires.   Transmission occasionally seems like it jerks, but then again, I fell this is a FAST CAR and it only wants to GO GO GO.     I would buy it again in a heartbeat","fun to drive, fast, awesome looks",transmision,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
752,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"fun to drive, fast, awesome looks",transmision,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
753,Used 2016 Mercedes-Benz CLA,Neile,3,3,"""Great mileage; excellent value;""",looks great and maintains value year to year.  I couldnt imagine a better entry level luxury car.  The Best or nothing rings true.  3+ years old and it still turns heads.,great looks; great value,turbo lag is slight; entry/ egress are not great.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
754,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,great looks; great value,turbo lag is slight; entry/ egress are not great.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
755,Used 2016 Mercedes-Benz CLA,George,8,3,"""Best Car in my lifetime of ownership of cars""","I purchased my 2014 Polar Silver  CLA 250 4-Matic on March 31, 2014.  Except for routine scheduled maintenance and three trips for tire pressure settings, I have not had to visit my dealership for any issue.  I have owned 15 cars in my lifetime including a 2002 E Class, never had a car like this one.

Mercedes got this one right!!!","Attention grabber, price, ease to drive",Run flat tires. They do not like potholes.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
756,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"Attention grabber, price, ease to drive",Run flat tires. They do not like potholes.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
757,Used 2016 Mercedes-Benz CLA,dav,8,5,"""first Mercedes ever""",so i was very skeptic of getting this car because they were so many reviews with different opinions. i am 21 and have no kids and i bought this car when i was 20. ive had it over a year now and cant believe how much i have enjoyed the first car that i bought. they are a few things like how the car sits low and how the random triangle sensor comes on but other then that everything is good! cant wait to keep driving it.,"great price, good looking car,",it sits low,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
758,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,"great price, good looking car,",it sits low,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
